,train_samples,params,perf_train_runtime,model_size,seed,train_frac,index,man_validation_samples_javascript_researcher_1,classification_report_javascript_researcher_1,macro_f1_javascript_researcher_1,roc-auc_javascript_researcher_1,perf_predict_runtime_javascript_researcher_1,timeit_runtime_javascript_researcher_1,man_validation_samples_javascript_researcher_2,classification_report_javascript_researcher_2,macro_f1_javascript_researcher_2,roc-auc_javascript_researcher_2,perf_predict_runtime_javascript_researcher_2,timeit_runtime_javascript_researcher_2
0,2975704,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1700.5642661979946,189.165482421875,703,2975704,0,5170,"{""artifact"": {""precision"": 0.9754639823843976, ""recall"": 0.9570987654320988, ""f1-score"": 0.9661941112322792, ""support"": 3240}, ""text"": {""precision"": 0.9301858362631843, ""recall"": 0.9595854922279793, ""f1-score"": 0.9446569752614128, ""support"": 1930}, ""accuracy"": 0.958027079303675, ""macro avg"": {""precision"": 0.9528249093237909, ""recall"": 0.9583421288300391, ""f1-score"": 0.9554255432468459, ""support"": 5170}, ""weighted avg"": {""precision"": 0.9585613088807338, ""recall"": 0.958027079303675, ""f1-score"": 0.9581541359085322, ""support"": 5170}}",0.9554255432468459,0.9583421288300391,0.3214822419977281,0.322424633501214,5167,"{""artifact"": {""precision"": 0.9785826771653543, ""recall"": 0.9634108527131783, ""f1-score"": 0.9709374999999999, ""support"": 3225}, ""text"": {""precision"": 0.9407630522088354, ""recall"": 0.964984552008239, ""f1-score"": 0.9527198779867818, ""support"": 1942}, ""accuracy"": 0.964002322430811, ""macro avg"": {""precision"": 0.9596728646870949, ""recall"": 0.9641977023607087, ""f1-score"": 0.9618286889933909, ""support"": 5167}, ""weighted avg"": {""precision"": 0.964368295190212, ""recall"": 0.964002322430811, ""f1-score"": 0.9640904665280297, ""support"": 5167}}",0.9618286889933909,0.9641977023607086,0.32361026300350204,0.3297152219020063
0,2975704,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1477.0993444389896,189.3785966796875,335,2975704,1,5170,"{""artifact"": {""precision"": 0.9762958280657396, ""recall"": 0.953395061728395, ""f1-score"": 0.9647095565271705, ""support"": 3240}, ""text"": {""precision"": 0.9247258225324028, ""recall"": 0.961139896373057, ""f1-score"": 0.9425813008130081, ""support"": 1930}, ""accuracy"": 0.9562862669245648, ""macro avg"": {""precision"": 0.9505108252990712, ""recall"": 0.9572674790507261, ""f1-score"": 0.9536454286700893, ""support"": 5170}, ""weighted avg"": {""precision"": 0.9570443559807609, ""recall"": 0.9562862669245648, ""f1-score"": 0.9564489117441272, ""support"": 5170}}",0.9536454286700893,0.957267479050726,0.32642341300379485,0.32278309399844146,5167,"{""artifact"": {""precision"": 0.9791139240506329, ""recall"": 0.9593798449612403, ""f1-score"": 0.9691464369616288, ""support"": 3225}, ""text"": {""precision"": 0.9347284504235177, ""recall"": 0.9660144181256437, ""f1-score"": 0.9501139528994683, ""support"": 1942}, ""accuracy"": 0.9618734275208051, ""macro avg"": {""precision"": 0.9569211872370753, ""recall"": 0.962697131543442, ""f1-score"": 0.9596301949305486, ""support"": 5167}, ""weighted avg"": {""precision"": 0.9624317893914771, ""recall"": 0.9618734275208051, ""f1-score"": 0.9619931402616645, ""support"": 5167}}",0.9596301949305486,0.962697131543442,0.32484800700331107,0.3299937645002501
0,2975704,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1640.9588384130038,190.092400390625,575,2975704,2,5170,"{""artifact"": {""precision"": 0.9768474468759911, ""recall"": 0.9506172839506173, ""f1-score"": 0.9635538870639763, ""support"": 3240}, ""text"": {""precision"": 0.9206742687159147, ""recall"": 0.9621761658031088, ""f1-score"": 0.9409678236635419, ""support"": 1930}, ""accuracy"": 0.9549323017408123, ""macro avg"": {""precision"": 0.948760857795953, ""recall"": 0.956396724876863, ""f1-score"": 0.952260855363759, ""support"": 5170}, ""weighted avg"": {""precision"": 0.9558775757253243, ""recall"": 0.9549323017408123, ""f1-score"": 0.9551223392181661, ""support"": 5170}}",0.952260855363759,0.9563967248768631,0.32511448598233983,0.324645017599687,5167,"{""artifact"": {""precision"": 0.9784058431248015, ""recall"": 0.9553488372093023, ""f1-score"": 0.9667398807656103, ""support"": 3225}, ""text"": {""precision"": 0.9286422200198216, ""recall"": 0.964984552008239, ""f1-score"": 0.9464646464646465, ""support"": 1942}, ""accuracy"": 0.9589703890071608, ""macro avg"": {""precision"": 0.9535240315723115, ""recall"": 0.9601666946087706, ""f1-score"": 0.9566022636151283, ""support"": 5167}, ""weighted avg"": {""precision"": 0.9597023486270521, ""recall"": 0.9589703890071608, ""f1-score"": 0.9591195004651513, ""support"": 5167}}",0.9566022636151283,0.9601666946087707,0.32494302501436323,0.32564746650168674
0,2975704,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1695.2968579439912,190.718982421875,931,2975704,3,5170,"{""artifact"": {""precision"": 0.9754330708661417, ""recall"": 0.9558641975308642, ""f1-score"": 0.9655494933749026, ""support"": 3240}, ""text"": {""precision"": 0.9283208020050125, ""recall"": 0.9595854922279793, ""f1-score"": 0.9436942675159236, ""support"": 1930}, ""accuracy"": 0.9572533849129594, ""macro avg"": {""precision"": 0.9518769364355771, ""recall"": 0.9577248448794218, ""f1-score"": 0.9546218804454131, ""support"": 5170}, ""weighted avg"": {""precision"": 0.9578457055079252, ""recall"": 0.9572533849129594, ""f1-score"": 0.9573907726964056, ""support"": 5170}}",0.9546218804454131,0.9577248448794217,0.325133682024898,0.3260684033011785,5167,"{""artifact"": {""precision"": 0.977924944812362, ""recall"": 0.9615503875968993, ""f1-score"": 0.9696685428392745, ""support"": 3225}, ""text"": {""precision"": 0.9378757515030061, ""recall"": 0.9639546858908342, ""f1-score"": 0.9507364144235654, ""support"": 1942}, ""accuracy"": 0.962454035223534, ""macro avg"": {""precision"": 0.957900348157684, ""recall"": 0.9627525367438667, ""f1-score"": 0.9602024786314199, ""support"": 5167}, ""weighted avg"": {""precision"": 0.9628725868857567, ""recall"": 0.962454035223534, ""f1-score"": 0.962552964479819, ""support"": 5167}}",0.9602024786314199,0.9627525367438667,0.32654942900990136,0.32671638510073536
0,2975704,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1571.416795377998,189.7082392578125,341,2975704,4,5170,"{""artifact"": {""precision"": 0.9750394944707741, ""recall"": 0.9524691358024692, ""f1-score"": 0.9636221701795472, ""support"": 3240}, ""text"": {""precision"": 0.9231920199501247, ""recall"": 0.9590673575129534, ""f1-score"": 0.9407878017789072, ""support"": 1930}, ""accuracy"": 0.9549323017408123, ""macro avg"": {""precision"": 0.9491157572104494, ""recall"": 0.9557682466577113, ""f1-score"": 0.9522049859792272, ""support"": 5170}, ""weighted avg"": {""precision"": 0.9556844411197385, ""recall"": 0.9549323017408123, ""f1-score"": 0.9550979282040667, ""support"": 5170}}",0.9522049859792272,0.9557682466577113,0.3233801830210723,0.32308073559834155,5167,"{""artifact"": {""precision"": 0.9765896868079722, ""recall"": 0.9572093023255814, ""f1-score"": 0.9668023802067022, ""support"": 3225}, ""text"": {""precision"": 0.9312063808574277, ""recall"": 0.9618949536560247, ""f1-score"": 0.9463019250253293, ""support"": 1942}, ""accuracy"": 0.9589703890071608, ""macro avg"": {""precision"": 0.9538980338326999, ""recall"": 0.959552127990803, ""f1-score"": 0.9565521526160157, ""support"": 5167}, ""weighted avg"": {""precision"": 0.9595325201433782, ""recall"": 0.9589703890071608, ""f1-score"": 0.9590973513771636, ""support"": 5167}}",0.9565521526160157,0.9595521279908031,0.3248748570040334,0.3293108020996442
0,2975704,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1785.7146664030151,188.631583984375,372,2975704,5,5170,"{""artifact"": {""precision"": 0.9763705103969754, ""recall"": 0.9564814814814815, ""f1-score"": 0.9663236669784846, ""support"": 3240}, ""text"": {""precision"": 0.9293587174348698, ""recall"": 0.961139896373057, ""f1-score"": 0.944982170147733, ""support"": 1930}, ""accuracy"": 0.958220502901354, ""macro avg"": {""precision"": 0.9528646139159226, ""recall"": 0.9588106889272692, ""f1-score"": 0.9556529185631089, ""support"": 5170}, ""weighted avg"": {""precision"": 0.9588206534498063, ""recall"": 0.958220502901354, ""f1-score"": 0.9583567252215502, ""support"": 5170}}",0.9556529185631089,0.9588106889272692,0.3263924540078733,0.32672318490222096,5167,"{""artifact"": {""precision"": 0.9788643533123028, ""recall"": 0.9621705426356589, ""f1-score"": 0.9704456606724003, ""support"": 3225}, ""text"": {""precision"": 0.9389083625438157, ""recall"": 0.9654994850669413, ""f1-score"": 0.9520182787509519, ""support"": 1942}, ""accuracy"": 0.963421714728082, ""macro avg"": {""precision"": 0.9588863579280593, ""recall"": 0.9638350138513001, ""f1-score"": 0.9612319697116761, ""support"": 5167}, ""weighted avg"": {""precision"": 0.9638470252549384, ""recall"": 0.963421714728082, ""f1-score"": 0.9635197896270253, ""support"": 5167}}",0.9612319697116761,0.9638350138513001,0.3287792229966726,0.3277838400012115
0,2975704,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1610.1963760010258,189.2451982421875,747,2975704,6,5170,"{""artifact"": {""precision"": 0.9760554505356017, ""recall"": 0.9561728395061728, ""f1-score"": 0.9660118490801373, ""support"": 3240}, ""text"": {""precision"": 0.9288577154308617, ""recall"": 0.960621761658031, ""f1-score"": 0.944472745797249, ""support"": 1930}, ""accuracy"": 0.9578336557059961, ""macro avg"": {""precision"": 0.9524565829832317, ""recall"": 0.9583973005821019, ""f1-score"": 0.9552422974386932, ""support"": 5170}, ""weighted avg"": {""precision"": 0.9584361799839289, ""recall"": 0.9578336557059961, ""f1-score"": 0.9579711393439719, ""support"": 5170}}",0.9552422974386932,0.9583973005821019,0.3221116719942074,0.3226160266000079,5167,"{""artifact"": {""precision"": 0.9779179810725552, ""recall"": 0.9612403100775194, ""f1-score"": 0.9695074276778733, ""support"": 3225}, ""text"": {""precision"": 0.9374061091637457, ""recall"": 0.9639546858908342, ""f1-score"": 0.9504950495049506, ""support"": 1942}, ""accuracy"": 0.9622604993226244, ""macro avg"": {""precision"": 0.9576620451181505, ""recall"": 0.9625974979841768, ""f1-score"": 0.960001238591412, ""support"": 5167}, ""weighted avg"": {""precision"": 0.9626917269121317, ""recall"": 0.9622604993226244, ""f1-score"": 0.962361687710423, ""support"": 5167}}",0.960001238591412,0.9625974979841768,0.32278613801463507,0.3289712759986287
0,2975704,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1546.3226050780213,190.67943359375,903,2975704,7,5170,"{""artifact"": {""precision"": 0.9767737830098632, ""recall"": 0.9475308641975309, ""f1-score"": 0.961930126899577, ""support"": 3240}, ""text"": {""precision"": 0.9161322150962012, ""recall"": 0.9621761658031088, ""f1-score"": 0.9385898407884762, ""support"": 1930}, ""accuracy"": 0.9529980657640232, ""macro avg"": {""precision"": 0.9464529990530322, ""recall"": 0.9548535150003199, ""f1-score"": 0.9502599838440267, ""support"": 5170}, ""weighted avg"": {""precision"": 0.954135828256794, ""recall"": 0.9529980657640232, ""f1-score"": 0.9532170220263808, ""support"": 5170}}",0.9502599838440267,0.9548535150003199,0.3236956739856396,0.3223821838008007,5167,"{""artifact"": {""precision"": 0.9780184772220453, ""recall"": 0.951937984496124, ""f1-score"": 0.9648020113136392, ""support"": 3225}, ""text"": {""precision"": 0.9235700197238659, ""recall"": 0.9644696189495365, ""f1-score"": 0.9435768261964735, ""support"": 1942}, ""accuracy"": 0.9566479581962454, ""macro avg"": {""precision"": 0.9507942484729556, ""recall"": 0.9582038017228303, ""f1-score"": 0.9541894187550564, ""support"": 5167}, ""weighted avg"": {""precision"": 0.9575542030858997, ""recall"": 0.9566479581962454, ""f1-score"": 0.9568245951151613, ""support"": 5167}}",0.9541894187550564,0.9582038017228303,0.3245914349972736,0.3279614692990435
0,2975704,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1799.2262262230215,188.8400947265625,623,2975704,8,5170,"{""artifact"": {""precision"": 0.9737258626147515, ""recall"": 0.9493827160493827, ""f1-score"": 0.961400218784185, ""support"": 3240}, ""text"": {""precision"": 0.9184485330681254, ""recall"": 0.9569948186528497, ""f1-score"": 0.9373255518903831, ""support"": 1930}, ""accuracy"": 0.9522243713733075, ""macro avg"": {""precision"": 0.9460871978414385, ""recall"": 0.9531887673511162, ""f1-score"": 0.9493628853372841, ""support"": 5170}, ""weighted avg"": {""precision"": 0.953090418509338, ""recall"": 0.9522243713733075, ""f1-score"": 0.9524129640249901, ""support"": 5170}}",0.9493628853372841,0.9531887673511162,0.3234674560080748,0.32388723180047235,5167,"{""artifact"": {""precision"": 0.9771790808240888, ""recall"": 0.955968992248062, ""f1-score"": 0.9664576802507838, ""support"": 3225}, ""text"": {""precision"": 0.9294234592445328, ""recall"": 0.9629248197734295, ""f1-score"": 0.9458775923115833, ""support"": 1942}, ""accuracy"": 0.9585833172053416, ""macro avg"": {""precision"": 0.9533012700343109, ""recall"": 0.9594469060107458, ""f1-score"": 0.9561676362811835, ""support"": 5167}, ""weighted avg"": {""precision"": 0.9592302871125545, ""recall"": 0.9585833172053416, ""f1-score"": 0.9587227217104457, ""support"": 5167}}",0.9561676362811835,0.9594469060107458,0.3284489230136387,0.32746411609987264
0,2975704,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1549.697064530017,188.8399111328125,851,2975704,9,5170,"{""artifact"": {""precision"": 0.9769425142135186, ""recall"": 0.9546296296296296, ""f1-score"": 0.9656571963783953, ""support"": 3240}, ""text"": {""precision"": 0.9266467065868264, ""recall"": 0.9621761658031088, ""f1-score"": 0.9440772750381291, ""support"": 1930}, ""accuracy"": 0.9574468085106383, ""macro avg"": {""precision"": 0.9517946104001724, ""recall"": 0.9584028977163692, ""f1-score"": 0.9548672357082622, ""support"": 5170}, ""weighted avg"": {""precision"": 0.9581667098190281, ""recall"": 0.9574468085106383, ""f1-score"": 0.957601248953499, ""support"": 5170}}",0.9548672357082622,0.9584028977163692,0.32675943299545906,0.32578541040129494,5167,"{""artifact"": {""precision"": 0.9788108791903858, ""recall"": 0.9596899224806201, ""f1-score"": 0.969156098324722, ""support"": 3225}, ""text"": {""precision"": 0.9351620947630923, ""recall"": 0.9654994850669413, ""f1-score"": 0.9500886749429946, ""support"": 1942}, ""accuracy"": 0.9618734275208051, ""macro avg"": {""precision"": 0.956986486976739, ""recall"": 0.9625947037737808, ""f1-score"": 0.9596223866338583, ""support"": 5167}, ""weighted avg"": {""precision"": 0.962405626750323, ""recall"": 0.9618734275208051, ""f1-score"": 0.9619896697961147, ""support"": 5167}}",0.9596223866338583,0.9625947037737806,0.3285801290185191,0.32720796239736955
