,train_samples,params,perf_train_runtime,model_size,seed,train_frac,index,man_validation_samples_python_researcher_1,classification_report_python_researcher_1,macro_f1_python_researcher_1,roc-auc_python_researcher_1,perf_predict_runtime_python_researcher_1,timeit_runtime_python_researcher_1,man_validation_samples_python_researcher_2,classification_report_python_researcher_2,macro_f1_python_researcher_2,roc-auc_python_researcher_2,perf_predict_runtime_python_researcher_2,timeit_runtime_python_researcher_2
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.9656943900045007,4.1114599609375,131,12500,0,10901,"{""artifact"": {""precision"": 0.9863410596026491, ""recall"": 0.8569887317190122, ""f1-score"": 0.9171263630532392, ""support"": 8342}, ""text"": {""precision"": 0.6734191075828087, ""recall"": 0.9613130128956624, ""f1-score"": 0.7920154539600772, ""support"": 2559}, ""accuracy"": 0.8814787634162004, ""macro avg"": {""precision"": 0.8298800835927289, ""recall"": 0.9091508723073374, ""f1-score"": 0.8545709085066582, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9128829112475648, ""recall"": 0.8814787634162004, ""f1-score"": 0.8877566890444876, ""support"": 10901}}",0.8545709085066582,0.9091508723073373,0.6433120450237766,0.6431124480994186,10983,"{""artifact"": {""precision"": 0.9830809114476736, ""recall"": 0.8549899133736798, ""f1-score"": 0.9145722264534145, ""support"": 8427}, ""text"": {""precision"": 0.6655719759168035, ""recall"": 0.9514866979655712, ""f1-score"": 0.7832528180354267, ""support"": 2556}, ""accuracy"": 0.8774469634890285, ""macro avg"": {""precision"": 0.8243264436822386, ""recall"": 0.9032383056696255, ""f1-score"": 0.8489125222444206, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9091891843041879, ""recall"": 0.8774469634890285, ""f1-score"": 0.8840111404189633, ""support"": 10983}}",0.8489125222444206,0.9032383056696255,0.6437227050191723,0.6423585355019895
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",3.082952122000279,4.147978515625,307,12500,1,10901,"{""artifact"": {""precision"": 0.9857962305381044, ""recall"": 0.865260129465356, ""f1-score"": 0.9216036772216548, ""support"": 8342}, ""text"": {""precision"": 0.6859457949147807, ""recall"": 0.9593591246580696, ""f1-score"": 0.7999348321928967, ""support"": 2559}, ""accuracy"": 0.8873497844234474, ""macro avg"": {""precision"": 0.8358710127264426, ""recall"": 0.9123096270617128, ""f1-score"": 0.8607692547072758, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9154066089657636, ""recall"": 0.8873497844234474, ""f1-score"": 0.8930420246733939, ""support"": 10901}}",0.8607692547072758,0.9123096270617128,0.6383472490124404,0.6372429560986348,10983,"{""artifact"": {""precision"": 0.9819065622468269, ""recall"": 0.8629405482378071, ""f1-score"": 0.9185877597423103, ""support"": 8427}, ""text"": {""precision"": 0.6771037181996086, ""recall"": 0.9475743348982786, ""f1-score"": 0.7898255339964128, ""support"": 2556}, ""accuracy"": 0.8826368023308749, ""macro avg"": {""precision"": 0.8295051402232178, ""recall"": 0.9052574415680428, ""f1-score"": 0.8542066468693615, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9109718386390065, ""recall"": 0.8826368023308749, ""f1-score"": 0.8886217896971028, ""support"": 10983}}",0.8542066468693615,0.9052574415680428,0.6348596059833653,0.6396141882985831
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.9935838899982627,4.0993408203125,523,12500,2,10901,"{""artifact"": {""precision"": 0.9847632120796157, ""recall"": 0.8599856149604411, ""f1-score"": 0.9181544762270429, ""support"": 8342}, ""text"": {""precision"": 0.6769911504424779, ""recall"": 0.9566236811254396, ""f1-score"": 0.7928744939271255, ""support"": 2559}, ""accuracy"": 0.8826713145582974, ""macro avg"": {""precision"": 0.8308771812610468, ""recall"": 0.9083046480429404, ""f1-score"": 0.8555144850770842, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9125139958857404, ""recall"": 0.8826713145582974, ""f1-score"": 0.8887451124342268, ""support"": 10901}}",0.8555144850770842,0.9083046480429403,0.6465856170107145,0.643783328900463,10983,"{""artifact"": {""precision"": 0.9819416157501697, ""recall"": 0.8581939005577311, ""f1-score"": 0.9159067882472138, ""support"": 8427}, ""text"": {""precision"": 0.6697070204532891, ""recall"": 0.9479655712050078, ""f1-score"": 0.7849044379656624, ""support"": 2556}, ""accuracy"": 0.8790858599654011, ""macro avg"": {""precision"": 0.8258243181017294, ""recall"": 0.9030797358813695, ""f1-score"": 0.8504056131064381, ""support"": 10983}, ""weighted avg"": {""precision"": 0.909277350469388, ""recall"": 0.8790858599654011, ""f1-score"": 0.8854194890284534, ""support"": 10983}}",0.8504056131064381,0.9030797358813694,0.6510740289813839,0.6472768567997264
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.9290737780102063,4.063900390625,211,12500,3,10901,"{""artifact"": {""precision"": 0.9849294423893684, ""recall"": 0.8617837449052985, ""f1-score"": 0.9192506872962086, ""support"": 8342}, ""text"": {""precision"": 0.6799000555247084, ""recall"": 0.9570144587729582, ""f1-score"": 0.7950008115565654, ""support"": 2559}, ""accuracy"": 0.8841390698101091, ""macro avg"": {""precision"": 0.8324147489570384, ""recall"": 0.9093991018391283, ""f1-score"": 0.8571257494263871, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9133240666452472, ""recall"": 0.8841390698101091, ""f1-score"": 0.8900831400970759, ""support"": 10901}}",0.8571257494263871,0.9093991018391284,0.6418000480043702,0.6431647302000784,10983,"{""artifact"": {""precision"": 0.9815668202764977, ""recall"": 0.8593805624777501, ""f1-score"": 0.9164188547927872, ""support"": 8427}, ""text"": {""precision"": 0.6712898751733704, ""recall"": 0.94679186228482, ""f1-score"": 0.7855867553968512, ""support"": 2556}, ""accuracy"": 0.8797232085951016, ""macro avg"": {""precision"": 0.826428347724934, ""recall"": 0.9030862123812851, ""f1-score"": 0.8510028050948192, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9093581458083566, ""recall"": 0.8797232085951016, ""f1-score"": 0.8859711769218948, ""support"": 10983}}",0.8510028050948192,0.9030862123812852,0.6423807569954079,0.6436520966002718
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.8568017539801076,4.0257763671875,782,12500,4,10901,"{""artifact"": {""precision"": 0.9854166666666667, ""recall"": 0.8505154639175257, ""f1-score"": 0.9130099086346675, ""support"": 8342}, ""text"": {""precision"": 0.6630640367468252, ""recall"": 0.958968347010551, ""f1-score"": 0.7840255591054314, ""support"": 2559}, ""accuracy"": 0.8759746812219062, ""macro avg"": {""precision"": 0.824240351706746, ""recall"": 0.9047419054640384, ""f1-score"": 0.8485177338700494, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9097446751094816, ""recall"": 0.8759746812219062, ""f1-score"": 0.8827309479480043, ""support"": 10901}}",0.8485177338700494,0.9047419054640383,0.6381157549913041,0.639915579801891,10983,"{""artifact"": {""precision"": 0.9814662273476112, ""recall"": 0.8483446066215735, ""f1-score"": 0.9100630131754822, ""support"": 8427}, ""text"": {""precision"": 0.6545012165450121, ""recall"": 0.9471830985915493, ""f1-score"": 0.7741007194244605, ""support"": 2556}, ""accuracy"": 0.8713466266047528, ""macro avg"": {""precision"": 0.8179837219463117, ""recall"": 0.8977638526065614, ""f1-score"": 0.8420818662999714, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9053738511651981, ""recall"": 0.8713466266047528, ""f1-score"": 0.8784214195464545, ""support"": 10983}}",0.8420818662999714,0.8977638526065614,0.6415468420018442,0.6404087001021253
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",3.020995964005124,4.1619599609375,765,12500,5,10901,"{""artifact"": {""precision"": 0.9840664578510145, ""recall"": 0.8662191321026133, ""f1-score"": 0.9213898629263627, ""support"": 8342}, ""text"": {""precision"": 0.6863406408094435, ""recall"": 0.9542790152403282, ""f1-score"": 0.7984306032368809, ""support"": 2559}, ""accuracy"": 0.8868911109072563, ""macro avg"": {""precision"": 0.835203549330229, ""recall"": 0.9102490736714708, ""f1-score"": 0.8599102330816217, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9141755885904532, ""recall"": 0.8868911109072563, ""f1-score"": 0.8925252866906611, ""support"": 10901}}",0.8599102330816217,0.9102490736714708,0.6432863769878168,0.6432038395985729,10983,"{""artifact"": {""precision"": 0.9799299568965517, ""recall"": 0.8632965468138127, ""f1-score"": 0.9179231594221184, ""support"": 8427}, ""text"": {""precision"": 0.676313571227873, ""recall"": 0.9417057902973396, ""f1-score"": 0.787244480784955, ""support"": 2556}, ""accuracy"": 0.88154420467996, ""macro avg"": {""precision"": 0.8281217640622123, ""recall"": 0.9025011685555762, ""f1-score"": 0.8525838201035367, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9092713497974765, ""recall"": 0.88154420467996, ""f1-score"": 0.8875111861364415, ""support"": 10983}}",0.8525838201035367,0.9025011685555762,0.6404320810106583,0.6427661553985672
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.744327948021237,4.0817529296875,140,12500,6,10901,"{""artifact"": {""precision"": 0.98501100110011, ""recall"": 0.8586669863342125, ""f1-score"": 0.9175099269886001, ""support"": 8342}, ""text"": {""precision"": 0.675117112152108, ""recall"": 0.9574052364204767, ""f1-score"": 0.7918552036199095, ""support"": 2559}, ""accuracy"": 0.8818457022291533, ""macro avg"": {""precision"": 0.830064056626109, ""recall"": 0.9080361113773445, ""f1-score"": 0.8546825653042548, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9122636878427999, ""recall"": 0.8818457022291533, ""f1-score"": 0.8880125930650629, ""support"": 10901}}",0.8546825653042548,0.9080361113773445,0.6435998940141872,0.6396962501981761,10983,"{""artifact"": {""precision"": 0.9813782791898872, ""recall"": 0.8567699062537083, ""f1-score"": 0.9148504815002535, ""support"": 8427}, ""text"": {""precision"": 0.6671263099834528, ""recall"": 0.9464006259780907, ""f1-score"": 0.7825946295697184, ""support"": 2556}, ""accuracy"": 0.8776290630975143, ""macro avg"": {""precision"": 0.8242522945866699, ""recall"": 0.9015852661158995, ""f1-score"": 0.848722555534986, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9082445239962564, ""recall"": 0.8776290630975143, ""f1-score"": 0.8840714632416312, ""support"": 10983}}",0.848722555534986,0.9015852661158995,0.6410660209949128,0.6415969285008032
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.8474639740015846,4.07137109375,497,12500,7,10901,"{""artifact"": {""precision"": 0.9860178204249486, ""recall"": 0.8622632462239271, ""f1-score"": 0.9199974419645711, ""support"": 8342}, ""text"": {""precision"": 0.6813643926788685, ""recall"": 0.9601406799531067, ""f1-score"": 0.7970802919708029, ""support"": 2559}, ""accuracy"": 0.885239886248968, ""macro avg"": {""precision"": 0.8336911065519086, ""recall"": 0.9112019630885169, ""f1-score"": 0.858538866967687, ""support"": 10901}, ""weighted avg"": {""precision"": 0.914500700747651, ""recall"": 0.885239886248968, ""f1-score"": 0.8911427509422747, ""support"": 10901}}",0.858538866967687,0.911201963088517,0.6462557880149689,0.6488204230990959,10983,"{""artifact"": {""precision"": 0.982784329673309, ""recall"": 0.8603298920137653, ""f1-score"": 0.9174892432295622, ""support"": 8427}, ""text"": {""precision"": 0.6735995562950637, ""recall"": 0.9503129890453834, ""f1-score"": 0.7883803959753326, ""support"": 2556}, ""accuracy"": 0.8812710552672312, ""macro avg"": {""precision"": 0.8281919429841864, ""recall"": 0.9053214405295744, ""f1-score"": 0.8529348196024473, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9108298290127613, ""recall"": 0.8812710552672312, ""f1-score"": 0.8874426062832077, ""support"": 10983}}",0.8529348196024473,0.9053214405295744,0.6524095350177959,0.6526727441989351
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.9403269730100874,4.1648623046875,596,12500,8,10901,"{""artifact"": {""precision"": 0.9860043907793633, ""recall"": 0.861424118916327, ""f1-score"": 0.9195137555982085, ""support"": 8342}, ""text"": {""precision"": 0.680044284528093, ""recall"": 0.9601406799531067, ""f1-score"": 0.7961762799740765, ""support"": 2559}, ""accuracy"": 0.8845977433263004, ""macro avg"": {""precision"": 0.8330243376537281, ""recall"": 0.9107823994347168, ""f1-score"": 0.8578450177861425, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9141805294916833, ""recall"": 0.8845977433263004, ""f1-score"": 0.8905603935101291, ""support"": 10901}}",0.8578450177861425,0.9107823994347168,0.6489204580138903,0.6490465023001889,10983,"{""artifact"": {""precision"": 0.9822228253494368, ""recall"": 0.8589058977097425, ""f1-score"": 0.9164345403899721, ""support"": 8427}, ""text"": {""precision"": 0.6710016602102933, ""recall"": 0.9487480438184663, ""f1-score"": 0.7860615883306321, ""support"": 2556}, ""accuracy"": 0.8798142583993445, ""macro avg"": {""precision"": 0.826612242779865, ""recall"": 0.9038269707641045, ""f1-score"": 0.8512480643603021, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9097944088789233, ""recall"": 0.8798142583993445, ""f1-score"": 0.8860937168022753, ""support"": 10983}}",0.8512480643603021,0.9038269707641043,0.6526648029976059,0.6468643137981417
0,12500,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",2.920724343013717,4.048234375,863,12500,9,10901,"{""artifact"": {""precision"": 0.9849986237269475, ""recall"": 0.8579477343562695, ""f1-score"": 0.917093798052281, ""support"": 8342}, ""text"": {""precision"": 0.6740027510316369, ""recall"": 0.9574052364204767, ""f1-score"": 0.7910881498224088, ""support"": 2559}, ""accuracy"": 0.8812952940097238, ""macro avg"": {""precision"": 0.8295006873792922, ""recall"": 0.9076764853883731, ""f1-score"": 0.8540909739373449, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9119926207705856, ""recall"": 0.8812952940097238, ""f1-score"": 0.8875140848314533, ""support"": 10901}}",0.8540909739373449,0.907676485388373,0.6383826060045976,0.6381788050988689,10983,"{""artifact"": {""precision"": 0.9808084932625561, ""recall"": 0.8551085795656818, ""f1-score"": 0.9136553822746291, ""support"": 8427}, ""text"": {""precision"": 0.6641914191419142, ""recall"": 0.9448356807511737, ""f1-score"": 0.7800387596899225, ""support"": 2556}, ""accuracy"": 0.8759901666211418, ""macro avg"": {""precision"": 0.8224999562022351, ""recall"": 0.8999721301584278, ""f1-score"": 0.8468470709822757, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9071243230492846, ""recall"": 0.8759901666211418, ""f1-score"": 0.8825596809793081, ""support"": 10983}}",0.8468470709822757,0.8999721301584278,0.6466601970023476,0.6399093732004986
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.160748132999288,7.14551171875,626,25000,0,10901,"{""artifact"": {""precision"": 0.9846321229430165, ""recall"": 0.8678973867178135, ""f1-score"": 0.9225868110863332, ""support"": 8342}, ""text"": {""precision"": 0.6894024802705749, ""recall"": 0.9558421258304025, ""f1-score"": 0.8010479777304733, ""support"": 2559}, ""accuracy"": 0.8885423355655444, ""macro avg"": {""precision"": 0.8370173016067957, ""recall"": 0.911869756274108, ""f1-score"": 0.8618173944084033, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9153272283829965, ""recall"": 0.8885423355655444, ""f1-score"": 0.894055678662001, ""support"": 10901}}",0.8618173944084033,0.911869756274108,0.6484026059915777,0.648415400099475,10983,"{""artifact"": {""precision"": 0.9815686802098749, ""recall"": 0.8657885368458527, ""f1-score"": 0.9200504413619168, ""support"": 8427}, ""text"": {""precision"": 0.6814084507042254, ""recall"": 0.9464006259780907, ""f1-score"": 0.792335407795611, ""support"": 2556}, ""accuracy"": 0.8845488482199764, ""macro avg"": {""precision"": 0.8314885654570501, ""recall"": 0.9060945814119716, ""f1-score"": 0.8561929245787638, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9117144011771479, ""recall"": 0.8845488482199764, ""f1-score"": 0.8903281773361061, ""support"": 10983}}",0.8561929245787638,0.9060945814119717,0.6451121720019728,0.6502328601985937
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.512637206993531,7.0366689453125,820,25000,1,10901,"{""artifact"": {""precision"": 0.985378518720962, ""recall"": 0.864421002157756, ""f1-score"": 0.9209450830140486, ""support"": 8342}, ""text"": {""precision"": 0.6843427295562378, ""recall"": 0.9581867917155139, ""f1-score"": 0.7984369912080755, ""support"": 2559}, ""accuracy"": 0.886432437391065, ""macro avg"": {""precision"": 0.8348606241385998, ""recall"": 0.9113038969366349, ""f1-score"": 0.8596910371110621, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9147106364649735, ""recall"": 0.886432437391065, ""f1-score"": 0.8921864180354702, ""support"": 10901}}",0.8596910371110621,0.9113038969366349,0.6481553319899831,0.6481509459001245,10983,"{""artifact"": {""precision"": 0.9818943386028915, ""recall"": 0.8623472172777975, ""f1-score"": 0.9182461460702552, ""support"": 8427}, ""text"": {""precision"": 0.6761585706309324, ""recall"": 0.9475743348982786, ""f1-score"": 0.7891821440208536, ""support"": 2556}, ""accuracy"": 0.8821815533096604, ""macro avg"": {""precision"": 0.8290264546169119, ""recall"": 0.904960776088038, ""f1-score"": 0.8537141450455544, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9107425018609879, ""recall"": 0.8821815533096604, ""f1-score"": 0.8882099456479416, ""support"": 10983}}",0.8537141450455544,0.904960776088038,0.6486455019912682,0.6433915046975016
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.186807368998416,7.0430400390625,148,25000,2,10901,"{""artifact"": {""precision"": 0.987012987012987, ""recall"": 0.8654998801246704, ""f1-score"": 0.9222711886057354, ""support"": 8342}, ""text"": {""precision"": 0.6871165644171779, ""recall"": 0.9628761234857366, ""f1-score"": 0.801952807160293, ""support"": 2559}, ""accuracy"": 0.888358866159068, ""macro avg"": {""precision"": 0.8370647757150824, ""recall"": 0.9141880018052035, ""f1-score"": 0.8621119978830143, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9166125700399869, ""recall"": 0.888358866159068, ""f1-score"": 0.8940265561757853, ""support"": 10901}}",0.8621119978830143,0.9141880018052034,0.6471002130128909,0.648017329198774,10983,"{""artifact"": {""precision"": 0.9849898580121704, ""recall"": 0.8643645425418298, ""f1-score"": 0.9207432688661358, ""support"": 8427}, ""text"": {""precision"": 0.681438127090301, ""recall"": 0.9565727699530516, ""f1-score"": 0.7958984375, ""support"": 2556}, ""accuracy"": 0.8858235454793773, ""macro avg"": {""precision"": 0.8332139925512357, ""recall"": 0.9104686562474407, ""f1-score"": 0.8583208531830679, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9143462975791102, ""recall"": 0.8858235454793773, ""f1-score"": 0.8916889677669968, ""support"": 10983}}",0.8583208531830679,0.9104686562474407,0.6495963360066526,0.6488552855007583
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.2447223449999,7.1385439453125,981,25000,3,10901,"{""artifact"": {""precision"": 0.9861870897155361, ""recall"": 0.864421002157756, ""f1-score"": 0.9212980707806311, ""support"": 8342}, ""text"": {""precision"": 0.684870437447757, ""recall"": 0.9605314576006252, ""f1-score"": 0.7996096291476903, ""support"": 2559}, ""accuracy"": 0.8869828456104945, ""macro avg"": {""precision"": 0.8355287635816466, ""recall"": 0.9124762298791906, ""f1-score"": 0.8604538499641607, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9154532750973133, ""recall"": 0.8869828456104945, ""f1-score"": 0.8927318179470658, ""support"": 10901}}",0.8604538499641607,0.9124762298791906,0.6525414420175366,0.6560011683992343,10983,"{""artifact"": {""precision"": 0.9829591560724912, ""recall"": 0.8624658834697995, ""f1-score"": 0.9187788382529549, ""support"": 8427}, ""text"": {""precision"": 0.6770688213987183, ""recall"": 0.9507042253521126, ""f1-score"": 0.790886899918633, ""support"": 2556}, ""accuracy"": 0.8830010015478467, ""macro avg"": {""precision"": 0.8300139887356047, ""recall"": 0.906585054410956, ""f1-score"": 0.854832869085794, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9117713480577263, ""recall"": 0.8830010015478467, ""f1-score"": 0.8890154043658087, ""support"": 10983}}",0.854832869085794,0.906585054410956,0.6538180169882253,0.6505441824003355
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.786317427002359,7.0938349609375,175,25000,4,10901,"{""artifact"": {""precision"": 0.9868403015764222, ""recall"": 0.86298249820187, ""f1-score"": 0.9207648525932085, ""support"": 8342}, ""text"": {""precision"": 0.6830282861896838, ""recall"": 0.9624853458382181, ""f1-score"": 0.7990267639902676, ""support"": 2559}, ""accuracy"": 0.8863407026878268, ""macro avg"": {""precision"": 0.8349342938830531, ""recall"": 0.9127339220200441, ""f1-score"": 0.8598958082917381, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9155207026979099, ""recall"": 0.8863407026878268, ""f1-score"": 0.8921869451778405, ""support"": 10901}}",0.8598958082917381,0.9127339220200442,0.6482921290153172,0.6515069368004334,10983,"{""artifact"": {""precision"": 0.9831864406779661, ""recall"": 0.8604485582057672, ""f1-score"": 0.9177319326667511, ""support"": 8427}, ""text"": {""precision"": 0.6740576496674058, ""recall"": 0.9514866979655712, ""f1-score"": 0.7890979883192731, ""support"": 2556}, ""accuracy"": 0.8816352544842029, ""macro avg"": {""precision"": 0.828622045172686, ""recall"": 0.9059676280856692, ""f1-score"": 0.8534149604930121, ""support"": 10983}, ""weighted avg"": {""precision"": 0.911244968418748, ""recall"": 0.8816352544842029, ""f1-score"": 0.8877958166918669, ""support"": 10983}}",0.8534149604930121,0.9059676280856691,0.6518050000013318,0.6520848871994531
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.170019349025097,7.1706884765625,141,25000,5,10901,"{""artifact"": {""precision"": 0.9856006582556226, ""recall"": 0.8615439942459842, ""f1-score"": 0.9194064219009851, ""support"": 8342}, ""text"": {""precision"": 0.6799667497921862, ""recall"": 0.958968347010551, ""f1-score"": 0.7957198443579767, ""support"": 2559}, ""accuracy"": 0.8844142739198239, ""macro avg"": {""precision"": 0.8327837040239043, ""recall"": 0.9102561706282676, ""f1-score"": 0.8575631331294808, ""support"": 10901}, ""weighted avg"": {""precision"": 0.913853371606881, ""recall"": 0.8844142739198239, ""f1-score"": 0.8903711084496909, ""support"": 10901}}",0.8575631331294808,0.9102561706282676,0.6482065079908352,0.6513481006986694,10983,"{""artifact"": {""precision"": 0.9822396963123644, ""recall"": 0.8597365610537557, ""f1-score"": 0.9169145099031828, ""support"": 8427}, ""text"": {""precision"": 0.6723038536179651, ""recall"": 0.9487480438184663, ""f1-score"": 0.7869544053220834, ""support"": 2556}, ""accuracy"": 0.8804516070290449, ""macro avg"": {""precision"": 0.8272717749651648, ""recall"": 0.904242302436111, ""f1-score"": 0.8519344576126331, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9101104043222993, ""recall"": 0.8804516070290449, ""f1-score"": 0.8866697655428722, ""support"": 10983}}",0.8519344576126331,0.904242302436111,0.6490057480114046,0.6492986473982455
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.953704287006985,7.028044921875,267,25000,6,10901,"{""artifact"": {""precision"": 0.985792349726776, ""recall"": 0.8650203788060418, ""f1-score"": 0.9214659685863875, ""support"": 8342}, ""text"": {""precision"": 0.6855626919854789, ""recall"": 0.9593591246580696, ""f1-score"": 0.7996742671009772, ""support"": 2559}, ""accuracy"": 0.887166315016971, ""macro avg"": {""precision"": 0.8356775208561275, ""recall"": 0.9121897517320556, ""f1-score"": 0.8605701178436824, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9153137061014224, ""recall"": 0.887166315016971, ""f1-score"": 0.8928754755948118, ""support"": 10901}}",0.8605701178436824,0.9121897517320557,0.6483467409852892,0.6524753247998888,10983,"{""artifact"": {""precision"": 0.9829752736116741, ""recall"": 0.8632965468138127, ""f1-score"": 0.9192570128885519, ""support"": 8427}, ""text"": {""precision"": 0.678391959798995, ""recall"": 0.9507042253521126, ""f1-score"": 0.7917888563049854, ""support"": 2556}, ""accuracy"": 0.8836383501775471, ""macro avg"": {""precision"": 0.8306836167053346, ""recall"": 0.9070003860829627, ""f1-score"": 0.8555229345967686, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9120916398044076, ""recall"": 0.8836383501775471, ""f1-score"": 0.8895922028887708, ""support"": 10983}}",0.8555229345967686,0.9070003860829626,0.6448142430162989,0.6451861160021508
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.0727925109968055,7.1440087890625,417,25000,7,10901,"{""artifact"": {""precision"": 0.9865140988966081, ""recall"": 0.8681371373771278, ""f1-score"": 0.923547790601288, ""support"": 8342}, ""text"": {""precision"": 0.6910112359550562, ""recall"": 0.9613130128956624, ""f1-score"": 0.8040529498284034, ""support"": 2559}, ""accuracy"": 0.8900100908173562, ""macro avg"": {""precision"": 0.8387626674258322, ""recall"": 0.9147250751363951, ""f1-score"": 0.8638003702148457, ""support"": 10901}, ""weighted avg"": {""precision"": 0.9171450661227863, ""recall"": 0.8900100908173562, ""f1-score"": 0.8954964836076351, ""support"": 10901}}",0.8638003702148457,0.9147250751363951,0.6449814670195337,0.6473006415006239,10983,"{""artifact"": {""precision"": 0.983030303030303, ""recall"": 0.8661445354218583, ""f1-score"": 0.920893262679788, ""support"": 8427}, ""text"": {""precision"": 0.6829679595278246, ""recall"": 0.9507042253521126, ""f1-score"": 0.7948969578017664, ""support"": 2556}, ""accuracy"": 0.8858235454793773, ""macro avg"": {""precision"": 0.8329991312790639, ""recall"": 0.9084243803869855, ""f1-score"": 0.8578951102407772, ""support"": 10983}, ""weighted avg"": {""precision"": 0.9131988043512232, ""recall"": 0.8858235454793773, ""f1-score"": 0.8915709868655092, ""support"": 10983}}",0.8578951102407772,0.9084243803869855,0.654090358002577,0.6460876995988656
